PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P242
Station name, FrazierAirCN2004
Begin Date, 2004-12-18
End Date, 2023-08-28
Release Date, 2023-08-29
Source file, P242.cwu.igs14.pos
Offset from source file, 89.87 mm North, -186.12 mm East, -10.46 mm Vertical
Reference position, 36.9539319849 North Latitude, -121.4631841431 East Longitude, 14.75973 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2016-11-01,128.54, -370.17, -52.54, 1.9, 1.54, 6.86, repro,
2016-11-02,129.28, -369.54, -51.21, 2.07, 1.69, 7.62, repro,
2016-11-03,128.16, -369.36, -56.52, 1.89, 1.53, 6.85, repro,
2016-11-04,128.35, -369.61, -55.64, 1.9, 1.54, 6.89, repro,
2016-11-05,129.12, -369.69, -57.08, 1.89, 1.54, 6.85, repro,
2016-11-06,128.66, -369.61, -51.65, 1.89, 1.54, 6.89, repro,
2016-11-07,130.07, -369.55, -52.19, 1.9, 1.54, 6.9, repro,
2016-11-08,128.64, -369.17, -52.70, 1.89, 1.54, 6.87, repro,
2016-11-09,128.84, -369.61, -47.96, 1.89, 1.54, 6.88, repro,
2016-11-10,128.31, -370.27, -51.88, 1.94, 1.56, 6.95, repro,
2016-11-11,129.96, -369.55, -50.40, 1.9, 1.54, 6.89, repro,
2016-11-12,129.98, -370.36, -45.45, 1.89, 1.54, 6.86, repro,
2016-11-13,128.86, -369.24, -46.58, 1.89, 1.54, 6.84, repro,
2016-11-14,128.82, -370.94, -49.08, 1.87, 1.53, 6.77, repro,
2016-11-15,128.72, -370.05, -42.00, 1.9, 1.55, 6.92, repro,
2016-11-16,128.19, -369.23, -37.40, 1.9, 1.55, 6.92, repro,
2016-11-17,131.17, -372.18, -47.54, 1.89, 1.54, 6.88, repro,
2016-11-18,131.94, -371.74, -49.01, 1.9, 1.54, 6.9, repro,
2016-11-19,130.15, -369.74, -46.01, 1.9, 1.54, 6.87, repro,
2016-11-20,129.80, -371.39, -38.88, 1.9, 1.55, 6.93, repro,
2016-11-21,129.25, -371.74, -38.32, 1.9, 1.54, 6.87, repro,
2016-11-22,130.14, -371.25, -43.89, 1.9, 1.55, 6.91, repro,
2016-11-23,129.76, -371.78, -42.06, 1.9, 1.55, 6.92, repro,
2016-11-24,131.21, -371.39, -47.25, 1.9, 1.53, 6.82, repro,
2016-11-25,132.29, -372.41, -47.46, 1.89, 1.54, 6.9, repro,
2016-11-26,130.39, -372.70, -42.58, 1.91, 1.58, 7.05, repro,
2016-11-27,129.45, -373.07, -34.73, 1.93, 1.58, 7.02, repro,
2016-11-28,130.62, -372.45, -34.45, 1.89, 1.54, 6.85, repro,
2016-11-29,132.37, -373.27, -34.56, 1.89, 1.54, 6.87, repro,
2016-11-30,132.38, -372.94, -41.23, 1.9, 1.53, 6.84, repro,
2016-12-01,131.70, -372.32, -41.81, 1.92, 1.58, 7.05, repro,
2016-12-02,130.64, -375.29, -46.81, 1.91, 1.58, 7.03, repro,
2016-12-03,133.55, -374.17, -42.14, 1.88, 1.54, 6.82, repro,
2016-12-04,132.60, -373.72, -38.73, 1.89, 1.53, 6.87, repro,
2016-12-05,129.54, -374.31, -31.58, 1.9, 1.54, 6.87, repro,
2016-12-06,132.38, -373.67, -38.79, 1.9, 1.54, 6.88, repro,
2016-12-07,132.75, -375.37, -44.35, 1.89, 1.55, 6.9, repro,
2016-12-08,130.67, -374.28, -39.17, 1.89, 1.55, 6.88, repro,
2016-12-09,130.95, -373.85, -44.69, 1.94, 1.55, 7.02, repro,
2016-12-10,132.44, -372.95, -31.45, 1.9, 1.55, 6.94, repro,
2016-12-11,131.32, -373.92, -31.61, 1.91, 1.55, 6.91, repro,
2016-12-12,131.20, -374.13, -37.49, 1.9, 1.55, 6.94, repro,
2016-12-13,132.50, -373.72, -40.17, 1.9, 1.58, 7, repro,
2016-12-14,131.90, -374.19, -33.51, 1.9, 1.58, 6.96, repro,
2016-12-15,130.42, -373.91, -35.73, 1.9, 1.55, 6.93, repro,
2016-12-16,130.94, -375.69, -31.89, 1.92, 1.55, 6.94, repro,
2016-12-17,133.86, -376.08, -33.71, 1.9, 1.53, 6.85, repro,
2016-12-18,133.31, -376.86, -40.53, 1.89, 1.54, 6.89, repro,
2016-12-19,133.96, -376.67, -40.45, 2.01, 1.62, 7.21, repro,
2016-12-20,134.33, -375.19, -40.15, 1.89, 1.55, 6.89, repro,
2016-12-21,133.60, -375.87, -30.88, 1.91, 1.55, 6.93, repro,
2016-12-22,133.34, -375.72, -35.13, 1.9, 1.53, 6.87, repro,
2016-12-23,133.57, -375.58, -30.88, 1.89, 1.53, 6.85, repro,
2016-12-24,133.05, -376.40, -31.47, 1.87, 1.53, 6.79, repro,
2016-12-25,136.17, -378.44, -33.69, 1.88, 1.54, 6.86, repro,
2016-12-26,134.77, -375.43, -39.35, 1.9, 1.55, 6.92, repro,
2016-12-27,134.25, -376.11, -32.58, 1.9, 1.54, 6.9, repro,
2016-12-28,135.01, -375.71, -32.59, 1.9, 1.53, 6.83, repro,
2016-12-29,136.33, -375.94, -34.77, 1.89, 1.53, 6.83, repro,
2016-12-30,134.63, -375.88, -32.82, 1.87, 1.52, 6.76, repro,
2016-12-31,134.40, -377.20, -31.31, 1.91, 1.59, 6.99, repro,
2017-01-01,134.36, -377.04, -23.20, 1.9, 1.54, 6.85, repro,
2017-01-02,134.12, -377.01, -28.90, 1.9, 1.53, 6.86, repro,
2017-01-03,133.17, -376.48, -33.52, 1.88, 1.53, 6.8, repro,
2017-01-04,133.12, -377.82, -34.36, 1.89, 1.54, 6.86, repro,
2017-01-05,132.97, -377.06, -32.10, 1.88, 1.54, 6.83, repro,
2017-01-06,135.93, -378.59, -31.83, 1.9, 1.54, 6.87, repro,
2017-01-07,133.03, -377.12, -26.55, 1.91, 1.54, 6.93, repro,
2017-01-08,134.13, -376.06, -29.30, 1.92, 1.55, 6.96, repro,
2017-01-09,135.38, -376.50, -25.54, 1.92, 1.56, 7, repro,
2017-01-10,134.84, -376.38, -25.83, 1.94, 1.55, 6.99, repro,
2017-01-11,133.67, -376.90, -20.00, 1.95, 1.6, 7.11, repro,
2017-01-12,135.61, -377.17, -29.55, 1.89, 1.54, 6.85, repro,
2017-01-13,135.36, -377.86, -38.60, 1.9, 1.54, 6.88, repro,
2017-01-14,135.88, -377.86, -38.55, 1.9, 1.54, 6.84, repro,
2017-01-15,134.73, -377.38, -34.58, 1.89, 1.54, 6.83, repro,
2017-01-16,135.37, -376.95, -32.70, 1.88, 1.54, 6.8, repro,
2017-01-17,134.73, -378.33, -28.40, 1.93, 1.59, 6.95, repro,
2017-01-18,134.23, -377.96, -29.21, 1.94, 1.6, 7.06, repro,
2017-01-19,133.75, -376.80, -17.13, 1.96, 1.57, 7.02, repro,
2017-01-20,134.22, -377.52, -20.93, 1.9, 1.55, 6.88, repro,
2017-01-21,137.19, -377.57, -17.68, 1.89, 1.55, 6.89, repro,
2017-01-22,135.47, -378.18, -30.39, 1.9, 1.55, 6.88, repro,
2017-01-23,133.73, -378.31, -19.97, 1.89, 1.54, 6.87, repro,
2017-01-24,135.59, -378.80, -23.82, 1.88, 1.55, 6.89, repro,
2017-01-25,136.40, -377.08, -33.89, 1.89, 1.54, 6.86, repro,
2017-01-26,134.77, -377.52, -36.53, 1.89, 1.54, 6.86, repro,
2017-01-27,137.56, -376.79, -39.64, 1.88, 1.53, 6.82, repro,
2017-01-28,136.65, -377.31, -37.90, 1.88, 1.54, 6.83, repro,
2017-01-29,135.53, -377.45, -32.96, 1.88, 1.53, 6.82, repro,
2017-01-30,135.32, -378.04, -28.69, 1.89, 1.54, 6.86, repro,
2017-01-31,136.41, -378.53, -35.88, 1.89, 1.54, 6.84, repro,
2017-02-01,135.72, -378.19, -28.68, 1.9, 1.54, 6.86, repro,
2017-02-02,136.62, -379.09, -23.96, 1.93, 1.6, 7.07, repro,
2017-02-03,134.97, -377.99, -32.63, 1.93, 1.6, 7.03, repro,
2017-02-04,136.65, -379.09, -29.36, 1.88, 1.53, 6.8, repro,
2017-02-05,135.46, -377.51, -28.43, 1.89, 1.54, 6.86, repro,
2017-02-06,135.85, -376.88, -18.48, 1.91, 1.55, 6.96, repro,
2017-02-07,131.00, -384.03, -22.38, 1.93, 1.57, 7.03, repro,
2017-02-08,135.68, -376.10, -21.10, 1.89, 1.54, 6.89, repro,
2017-02-09,135.58, -378.42, -27.37, 1.89, 1.54, 6.89, repro,
2017-02-10,135.42, -379.06, -14.40, 1.89, 1.54, 6.88, repro,
2017-02-11,134.23, -378.27, -31.20, 1.9, 1.54, 6.9, repro,
2017-02-12,135.63, -378.76, -35.39, 1.9, 1.55, 6.91, repro,
2017-02-13,135.59, -378.83, -35.12, 1.9, 1.56, 6.93, repro,
2017-02-14,135.78, -378.57, -30.08, 1.89, 1.54, 6.88, repro,
2017-02-15,135.21, -379.00, -24.05, 1.88, 1.54, 6.82, repro,
2017-02-16,137.08, -379.19, -17.48, 1.91, 1.57, 6.97, repro,
2017-02-17,134.71, -380.49, -13.42, 1.88, 1.54, 6.83, repro,
2017-02-18,135.51, -379.92, -15.63, 1.89, 1.54, 6.86, repro,
2017-02-19,135.69, -378.59, -24.40, 1.89, 1.54, 6.86, repro,
2017-02-20,135.87, -379.75, -27.26, 1.88, 1.53, 6.81, repro,
2017-02-21,134.69, -377.97, -27.53, 1.89, 1.55, 6.89, repro,
2017-02-22,136.26, -378.91, -30.97, 1.88, 1.53, 6.81, repro,
2017-02-23,136.51, -378.69, -36.55, 1.92, 1.58, 6.99, repro,
2017-02-24,136.94, -379.08, -30.69, 1.94, 1.6, 7.08, repro,
2017-02-25,137.07, -379.11, -25.35, 2.1, 1.67, 7.46, repro,
2017-02-26,136.46, -378.88, -20.91, 1.88, 1.53, 6.8, repro,
2017-02-27,137.00, -380.29, -19.83, 1.92, 1.57, 7.02, repro,
2017-02-28,136.84, -379.74, -26.17, 1.87, 1.54, 6.82, repro,
2017-03-01,136.27, -377.93, -27.95, 1.88, 1.54, 6.83, repro,
2017-03-02,136.68, -378.83, -26.38, 1.89, 1.53, 6.83, repro,
2017-03-03,135.62, -378.80, -24.56, 1.88, 1.54, 6.81, repro,
2017-03-04,135.29, -379.73, -19.27, 1.88, 1.53, 6.78, repro,
2017-03-05,135.11, -378.41, -10.15, 1.9, 1.57, 6.99, repro,
2017-03-06,135.61, -379.56, -17.56, 1.93, 1.55, 6.99, repro,
2017-03-07,136.20, -379.10, -25.78, 1.93, 1.59, 6.97, repro,
2017-03-08,136.83, -378.90, -24.31, 1.89, 1.55, 6.86, repro,
2017-03-09,136.13, -378.97, -29.00, 1.88, 1.54, 6.82, repro,
2017-03-10,135.69, -378.71, -25.81, 1.89, 1.54, 6.85, repro,
2017-03-11,136.00, -379.16, -30.14, 1.88, 1.54, 6.87, repro,
2017-03-12,135.89, -378.25, -23.55, 1.89, 1.54, 6.86, repro,
2017-03-13,137.15, -379.86, -19.85, 1.9, 1.53, 6.81, repro,
2017-03-14,135.96, -379.07, -16.50, 1.87, 1.54, 6.82, repro,
2017-03-15,136.49, -379.54, -23.19, 1.87, 1.53, 6.78, repro,
2017-03-16,136.71, -379.15, -19.40, 1.91, 1.59, 6.98, repro,
2017-03-17,135.36, -378.81, -20.98, 1.88, 1.55, 6.89, repro,
2017-03-18,136.29, -380.34, -14.69, 1.88, 1.54, 6.87, repro,
2017-03-19,135.52, -380.32, -17.68, 1.91, 1.58, 6.95, repro,
2017-03-20,136.30, -379.82, -21.44, 1.88, 1.53, 6.83, repro,
2017-03-21,136.83, -381.21, -16.27, 1.93, 1.59, 7.12, repro,
2017-03-22,136.90, -380.36, -18.01, 1.88, 1.54, 6.85, repro,
2017-03-23,137.27, -380.67, -18.68, 1.91, 1.59, 6.95, repro,
2017-03-24,137.31, -379.59, -18.40, 1.9, 1.58, 6.93, repro,
2017-03-25,138.81, -381.19, -14.05, 1.92, 1.58, 6.99, repro,
2017-03-26,136.65, -381.29, -19.93, 1.89, 1.54, 6.87, repro,
2017-03-27,137.95, -382.45, -15.04, 1.88, 1.53, 6.81, repro,
2017-03-28,136.03, -381.81, -20.64, 1.89, 1.54, 6.88, repro,
2017-03-29,137.99, -381.18, -22.50, 1.9, 1.54, 6.87, repro,
2017-03-30,137.19, -379.03, -19.55, 1.88, 1.55, 6.87, repro,
2017-03-31,136.45, -381.99, -16.98, 1.88, 1.54, 6.83, repro,
2017-04-01,137.47, -381.41, -21.31, 1.88, 1.54, 6.81, repro,
2017-04-02,136.21, -381.63, -19.82, 1.88, 1.53, 6.8, repro,
2017-04-03,136.28, -382.22, -22.88, 1.88, 1.54, 6.84, repro,
2017-04-04,137.31, -380.78, -21.26, 1.89, 1.54, 6.85, repro,
2017-04-05,136.86, -381.27, -21.67, 1.87, 1.54, 6.8, repro,
2017-04-06,137.04, -381.36, -20.48, 1.87, 1.53, 6.78, repro,
2017-04-07,136.88, -382.89, -9.79, 1.91, 1.57, 7, repro,
2017-04-08,133.25, -383.14, -9.96, 1.92, 1.59, 7.03, repro,
2017-04-09,137.62, -381.45, -21.33, 1.89, 1.54, 6.86, repro,
2017-04-10,138.16, -382.05, -27.57, 1.89, 1.54, 6.88, repro,
2017-04-11,137.99, -383.08, -18.61, 1.88, 1.53, 6.81, repro,
2017-04-12,136.18, -381.41, -16.18, 1.9, 1.54, 6.89, repro,
2017-04-13,135.67, -383.10, -17.65, 1.89, 1.55, 6.9, repro,
2017-04-14,137.95, -382.62, -29.48, 1.88, 1.54, 6.87, repro,
2017-04-15,136.52, -382.93, -20.26, 1.89, 1.54, 6.85, repro,
2017-04-16,136.99, -382.10, -24.93, 1.88, 1.52, 6.79, repro,
2017-04-17,137.79, -382.30, -19.56, 1.92, 1.58, 6.98, repro,
2017-04-18,136.34, -383.10, -19.70, 1.89, 1.54, 6.85, repro,
2017-04-19,137.93, -382.06, -31.18, 1.88, 1.54, 6.83, repro,
2017-04-20,137.34, -381.81, -22.56, 1.88, 1.55, 6.87, repro,
2017-04-21,137.62, -382.62, -22.68, 1.89, 1.54, 6.86, repro,
2017-04-22,136.44, -382.75, -22.55, 1.88, 1.53, 6.77, repro,
2017-04-23,135.59, -383.08, -22.83, 1.91, 1.54, 6.87, repro,
2017-04-24,137.14, -383.64, -17.87, 1.9, 1.56, 6.95, repro,
2017-04-25,136.44, -382.83, -16.98, 1.92, 1.55, 7, repro,
2017-04-26,135.60, -382.41, -18.42, 1.89, 1.53, 6.83, repro,
2017-04-27,137.98, -383.33, -27.88, 1.93, 1.57, 6.98, repro,
2017-04-28,137.83, -381.97, -18.52, 1.92, 1.57, 6.97, repro,
2017-04-29,136.54, -382.38, -27.10, 1.9, 1.54, 6.87, repro,
2017-04-30,136.61, -383.01, -23.92, 1.88, 1.53, 6.81, repro,
2017-05-01,136.63, -382.72, -16.63, 1.88, 1.53, 6.83, repro,
2017-05-02,136.90, -383.82, -20.68, 1.87, 1.52, 6.74, repro,
2017-05-03,135.98, -383.72, -19.57, 1.9, 1.56, 6.95, repro,
2017-05-04,136.38, -382.41, -24.67, 1.89, 1.53, 6.81, repro,
2017-05-05,135.77, -382.84, -24.29, 1.91, 1.55, 6.98, repro,
2017-05-06,136.46, -383.81, -25.43, 1.87, 1.53, 6.8, repro,
2017-05-07,137.85, -383.56, -23.79, 1.87, 1.53, 6.8, repro,
2017-05-08,135.56, -382.89, -25.74, 1.86, 1.52, 6.71, repro,
2017-05-09,136.03, -383.47, -25.28, 1.88, 1.53, 6.78, repro,
2017-05-10,135.88, -383.80, -26.65, 1.88, 1.53, 6.8, repro,
2017-05-11,135.34, -382.93, -23.21, 1.91, 1.58, 7.02, repro,
2017-05-12,135.69, -383.57, -26.37, 1.91, 1.58, 6.95, repro,
2017-05-13,134.49, -383.49, -22.04, 1.89, 1.53, 6.8, repro,
2017-05-14,135.62, -382.72, -25.49, 1.87, 1.53, 6.78, repro,
2017-05-15,134.94, -383.32, -20.53, 1.88, 1.53, 6.77, repro,
2017-05-16,134.93, -384.40, -22.21, 1.88, 1.53, 6.81, repro,
2017-05-17,136.00, -385.09, -19.52, 1.89, 1.55, 6.88, repro,
2017-05-18,135.30, -384.51, -26.00, 1.94, 1.62, 7.16, repro,
2017-05-19,135.48, -383.61, -29.02, 1.93, 1.55, 6.94, repro,
2017-05-20,134.78, -384.35, -16.77, 1.9, 1.53, 6.84, repro,
2017-05-21,134.16, -384.98, -24.81, 1.88, 1.53, 6.83, repro,
2017-05-22,135.32, -384.04, -26.74, 1.88, 1.53, 6.81, repro,
2017-05-23,133.85, -384.80, -26.31, 1.88, 1.54, 6.81, repro,
2017-05-24,133.83, -383.78, -18.41, 1.87, 1.53, 6.76, repro,
2017-05-25,133.86, -385.05, -14.96, 1.88, 1.53, 6.78, repro,
2017-05-26,133.56, -385.27, -23.29, 1.89, 1.53, 6.8, repro,
2017-05-27,133.29, -383.90, -24.47, 1.89, 1.53, 6.81, repro,
2017-05-28,133.20, -383.95, -27.16, 1.89, 1.54, 6.8, repro,
2017-05-29,133.72, -383.69, -25.28, 1.87, 1.54, 6.78, repro,
2017-05-30,132.76, -385.04, -26.19, 1.9, 1.54, 6.83, repro,
2017-05-31,134.50, -384.70, -27.60, 1.9, 1.55, 6.92, repro,
2017-06-01,133.94, -385.09, -24.34, 1.9, 1.56, 6.92, repro,
2017-06-02,133.65, -385.53, -24.00, 1.93, 1.58, 7, repro,
2017-06-03,132.79, -383.60, -23.77, 1.9, 1.58, 6.96, repro,
2017-06-04,132.56, -384.53, -19.02, 1.88, 1.53, 6.79, repro,
2017-06-05,132.39, -385.06, -22.46, 1.89, 1.54, 6.85, repro,
2017-06-06,133.78, -385.35, -24.30, 1.92, 1.59, 6.99, repro,
2017-06-07,134.18, -384.74, -27.59, 1.91, 1.54, 6.87, repro,
2017-06-08,132.45, -383.97, -29.47, 1.88, 1.55, 6.83, repro,
2017-06-09,132.62, -385.22, -16.87, 1.9, 1.55, 6.88, repro,
2017-06-10,133.85, -385.66, -23.35, 1.89, 1.54, 6.86, repro,
2017-06-11,132.68, -386.17, -23.28, 1.93, 1.59, 6.98, repro,
2017-06-12,131.78, -385.45, -17.49, 1.89, 1.54, 6.83, repro,
2017-06-13,132.77, -385.19, -22.99, 1.89, 1.54, 6.85, repro,
2017-06-14,133.27, -384.50, -20.83, 1.89, 1.54, 6.83, repro,
2017-06-15,132.66, -385.28, -20.53, 1.9, 1.57, 6.95, repro,
2017-06-16,132.09, -384.32, -22.58, 1.99, 1.69, 7.41, repro,
2017-06-17,133.48, -385.28, -22.92, 1.88, 1.53, 6.83, repro,
2017-06-18,132.74, -384.57, -22.02, 1.88, 1.53, 6.8, repro,
2017-06-19,132.22, -385.85, -23.74, 1.87, 1.54, 6.8, repro,
2017-06-20,133.40, -386.19, -25.34, 1.89, 1.54, 6.85, repro,
2017-06-21,131.18, -384.90, -23.36, 1.89, 1.56, 6.93, repro,
2017-06-22,132.30, -387.34, -28.46, 1.89, 1.54, 6.88, repro,
2017-06-23,131.62, -385.09, -29.70, 1.88, 1.54, 6.82, repro,
2017-06-24,133.58, -385.30, -32.13, 1.87, 1.53, 6.78, repro,
2017-06-25,132.44, -385.45, -30.10, 1.88, 1.54, 6.82, repro,
2017-06-26,132.31, -384.42, -31.56, 1.89, 1.54, 6.84, repro,
2017-06-27,132.85, -386.35, -27.72, 1.88, 1.53, 6.81, repro,
2017-06-28,133.59, -385.82, -30.84, 1.87, 1.54, 6.81, repro,
2017-06-29,133.21, -385.62, -25.90, 1.87, 1.53, 6.79, repro,
2017-06-30,131.54, -386.65, -34.58, 1.92, 1.55, 6.93, repro,
2017-07-01,131.96, -385.26, -33.61, 1.89, 1.54, 6.85, repro,
2017-07-02,133.03, -385.60, -35.64, 1.89, 1.54, 6.85, repro,
2017-07-03,132.50, -385.04, -31.19, 1.9, 1.55, 6.89, repro,
2017-07-04,132.85, -386.44, -34.51, 1.88, 1.54, 6.8, repro,
2017-07-05,133.77, -385.39, -41.93, 1.9, 1.55, 6.9, repro,
2017-07-06,133.37, -386.31, -35.07, 1.96, 1.54, 6.93, repro,
2017-07-07,133.72, -386.17, -33.30, 1.95, 1.54, 6.94, repro,
2017-07-08,133.29, -387.05, -37.71, 1.9, 1.54, 6.85, repro,
2017-07-09,132.80, -387.37, -33.63, 1.87, 1.54, 6.8, repro,
2017-07-10,133.27, -387.55, -30.33, 1.89, 1.54, 6.83, repro,
2017-07-11,131.71, -386.81, -32.73, 1.89, 1.54, 6.82, repro,
2017-07-12,132.52, -387.38, -35.70, 1.93, 1.59, 7.01, repro,
2017-07-13,132.67, -386.34, -38.68, 1.9, 1.55, 6.84, repro,
2017-07-14,133.16, -387.16, -39.46, 1.88, 1.55, 6.85, repro,
2017-07-15,132.45, -388.76, -33.83, 2.07, 1.61, 7.25, repro,
2017-07-16,132.60, -387.64, -37.53, 1.89, 1.54, 6.85, repro,
2017-07-17,132.72, -388.11, -26.33, 1.87, 1.52, 6.75, repro,
2017-07-18,132.65, -387.91, -39.41, 1.88, 1.54, 6.84, repro,
2017-07-19,133.62, -387.04, -42.78, 1.88, 1.54, 6.86, repro,
2017-07-20,132.64, -387.60, -41.04, 1.87, 1.55, 6.86, repro,
2017-07-21,132.51, -387.35, -40.46, 1.88, 1.54, 6.84, repro,
2017-07-22,131.56, -387.97, -40.75, 1.87, 1.53, 6.77, repro,
2017-07-23,132.40, -387.71, -38.91, 1.88, 1.54, 6.84, repro,
2017-07-24,132.14, -387.04, -38.59, 1.88, 1.54, 6.86, repro,
2017-07-25,132.69, -387.91, -36.94, 1.88, 1.54, 6.84, repro,
2017-07-26,133.25, -390.03, -43.21, 1.89, 1.55, 6.9, repro,
2017-07-27,131.71, -388.32, -43.19, 1.89, 1.55, 6.9, repro,
2017-07-28,132.10, -388.34, -42.47, 1.87, 1.54, 6.84, repro,
2017-07-29,132.62, -387.53, -47.86, 1.88, 1.54, 6.85, repro,
2017-07-30,132.16, -387.77, -44.89, 1.87, 1.53, 6.78, repro,
2017-07-31,132.35, -387.00, -47.96, 1.88, 1.54, 6.83, repro,
2017-08-01,131.80, -387.55, -45.03, 1.88, 1.54, 6.88, repro,
2017-08-02,132.21, -388.64, -51.37, 1.88, 1.54, 6.87, repro,
2017-08-03,133.52, -387.17, -45.04, 1.92, 1.56, 7.01, repro,
2017-08-04,132.25, -388.55, -44.49, 1.91, 1.56, 6.98, repro,
2017-08-05,130.82, -388.13, -45.54, 1.87, 1.52, 6.79, repro,
2017-08-06,131.97, -388.15, -46.44, 1.88, 1.55, 6.88, repro,
2017-08-07,132.14, -387.28, -42.81, 1.88, 1.53, 6.83, repro,
2017-08-08,132.61, -387.99, -53.92, 1.88, 1.53, 6.82, repro,
2017-08-09,132.75, -388.15, -46.31, 1.87, 1.55, 6.85, repro,
2017-08-10,131.57, -387.82, -51.28, 1.88, 1.54, 6.82, repro,
2017-08-11,130.59, -389.11, -42.07, 1.94, 1.56, 7.04, repro,
2017-08-12,130.52, -389.90, -49.40, 1.9, 1.54, 6.9, repro,
2017-08-13,132.25, -389.51, -47.70, 1.88, 1.55, 6.88, repro,
2017-08-14,131.37, -390.88, -41.58, 1.95, 1.58, 7.13, repro,
2017-08-15,133.50, -390.06, -44.96, 1.88, 1.54, 6.87, repro,
2017-08-16,132.60, -391.37, -48.72, 1.88, 1.55, 6.91, repro,
2017-08-17,133.50, -390.78, -51.42, 1.92, 1.59, 7.01, repro,
2017-08-18,133.59, -390.03, -44.87, 1.97, 1.61, 7.14, repro,
2017-08-19,132.92, -389.20, -49.21, 1.91, 1.58, 6.94, repro,
2017-08-20,132.31, -389.56, -50.38, 1.88, 1.54, 6.84, repro,
2017-08-21,133.05, -389.90, -48.20, 1.89, 1.55, 6.92, repro,
2017-08-22,134.21, -389.31, -47.62, 1.94, 1.6, 7.22, repro,
2017-08-23,133.21, -391.73, -54.49, 1.91, 1.54, 6.88, repro,
2017-08-24,132.90, -390.83, -48.36, 1.88, 1.54, 6.83, repro,
2017-08-25,132.43, -390.69, -45.57, 1.92, 1.57, 7.02, repro,
2017-08-26,132.69, -390.35, -50.84, 1.88, 1.54, 6.89, repro,
2017-08-27,132.75, -390.58, -54.09, 1.88, 1.54, 6.87, repro,
2017-08-28,131.83, -390.77, -49.69, 1.88, 1.53, 6.84, repro,
2017-08-29,131.68, -391.34, -48.85, 1.92, 1.58, 6.93, repro,
2017-08-30,131.66, -391.56, -54.02, 1.87, 1.54, 6.84, repro,
2017-08-31,132.63, -390.87, -48.41, 1.91, 1.57, 6.95, repro,
2017-09-01,132.96, -390.69, -53.36, 1.93, 1.58, 7.01, repro,
2017-09-02,132.48, -391.57, -40.53, 1.92, 1.59, 7.04, repro,
2017-09-03,133.95, -391.79, -50.90, 2.01, 1.64, 7.31, repro,
2017-09-04,132.93, -392.03, -51.85, 1.87, 1.53, 6.8, repro,
2017-09-05,133.65, -390.90, -55.09, 1.88, 1.54, 6.87, repro,
2017-09-06,133.37, -390.27, -51.58, 1.94, 1.59, 7.04, repro,
2017-09-07,133.16, -392.44, -49.85, 1.95, 1.64, 7.12, repro,
2017-09-08,132.90, -392.82, -43.71, 1.92, 1.58, 7.07, repro,
2017-09-09,133.18, -392.18, -43.34, 1.86, 1.53, 6.76, repro,
2017-09-10,134.05, -391.50, -52.57, 1.87, 1.54, 6.8, repro,
2017-09-11,132.31, -393.19, -46.69, 1.9, 1.55, 6.94, repro,
2017-09-12,134.51, -392.22, -47.45, 1.95, 1.64, 7.09, repro,
2017-09-13,133.46, -393.26, -44.39, 2.03, 1.76, 7.6, repro,
2017-09-14,132.43, -393.58, -43.47, 2, 1.73, 7.46, repro,
2017-09-15,133.75, -393.45, -46.65, 1.89, 1.59, 6.93, repro,
2017-09-16,133.32, -392.91, -48.88, 1.87, 1.55, 6.86, repro,
2017-09-17,134.34, -393.82, -50.64, 1.91, 1.56, 6.94, repro,
2017-09-18,134.30, -393.52, -47.68, 1.9, 1.56, 6.99, repro,
2017-09-19,134.39, -394.42, -41.62, 1.89, 1.56, 6.93, repro,
2017-09-20,135.05, -394.65, -43.51, 1.89, 1.58, 6.9, repro,
2017-09-21,134.09, -395.82, -42.61, 1.87, 1.54, 6.82, repro,
2017-09-22,134.27, -392.96, -51.63, 1.92, 1.57, 6.99, repro,
2017-09-23,135.18, -393.72, -52.51, 1.91, 1.55, 6.94, repro,
2017-09-24,134.41, -393.52, -43.27, 1.89, 1.56, 6.91, repro,
2017-09-25,134.42, -394.16, -45.00, 1.88, 1.54, 6.82, repro,
2017-09-26,135.16, -393.10, -41.84, 1.87, 1.53, 6.8, repro,
2017-09-27,134.20, -393.86, -49.01, 1.87, 1.54, 6.81, repro,
2017-09-28,134.28, -394.24, -53.39, 1.89, 1.56, 6.94, repro,
2017-09-29,135.25, -394.59, -51.24, 1.93, 1.6, 7.02, repro,
2017-09-30,134.85, -392.94, -52.34, 1.88, 1.55, 6.89, repro,
2017-10-01,134.51, -394.00, -45.31, 1.87, 1.54, 6.83, repro,
2017-10-02,137.23, -395.47, -47.85, 1.9, 1.58, 7.03, repro,
2017-10-03,136.61, -395.90, -51.00, 1.89, 1.55, 6.89, repro,
2017-10-04,135.94, -396.60, -56.11, 1.94, 1.58, 7.13, repro,
2017-10-05,136.82, -396.48, -53.81, 1.88, 1.55, 6.88, repro,
2017-10-06,136.51, -395.49, -46.27, 1.89, 1.54, 6.88, repro,
2017-10-07,137.36, -396.14, -42.71, 1.87, 1.54, 6.84, repro,
2017-10-08,135.66, -396.02, -44.14, 1.88, 1.54, 6.85, repro,
2017-10-09,137.36, -397.14, -45.45, 1.9, 1.56, 6.92, repro,
